date,group,Class,ClassID,title,URL
August 31 2020,Chinese economy,Fintech,0,Services sector activity rose in August while PMI data showed manufacturing also expanded,https://www.ft.com/content/db9ce8f1-ab96-413d-8a98-9cefe8d629a1
August 31 2020,Coronavirus economic impact,Fintech,0,Boost to developed nations offset by appreciation of emerging markets currencies,https://www.ft.com/content/83c16626-f617-4bb3-872e-fd6723a36c11
August 31 2020,The Big Read,Fintech,0,The group aims to overhaul its European steel and car operations as well as cash in on ecommerce,https://www.ft.com/content/02ea9961-3db5-4cd5-9c32-eadd0bdea0f0
August 30 2020,Sovereign bonds,Fintech,0,"Prices wobbled after central bank’s reset, but many still question long-term impact",https://www.ft.com/content/984202c1-1c57-4820-a83d-42f935b41a5e
August 30 2020,Anantha Nageswaran,Fintech,0,Jay Powell’s doubling down on the same old policies will simply perpetuate inequality,https://www.ft.com/content/c0cd89a2-28d1-4bf3-a824-183b808aba42
August 30 2020,Non-Fiction,Fintech,0,How to restore long-term growth in advanced economies,https://www.ft.com/content/63fa9f5a-7bac-4513-a6b0-72b5ce336630
August 30 2020,Singapore,Fintech,0,Asian financial hub tightens regulations on employing foreign professionals,https://www.ft.com/content/e11a1805-54f6-4b86-9054-5367a35f6d39
August 30 2020,TikTok Inc,Fintech,0,Beijing includes advanced technologies such as AI on list requiring special licences,https://www.ft.com/content/b87186b4-081c-49a6-a269-6d6db52fc1c8
August 30 2020,Wolfgang Münchau,Fintech,0,"Otherwise its economy will emerge from this crisis weakened, yet again",https://www.ft.com/content/9a2532e5-0b1f-46b2-b7b5-d474b2a9dd08
August 30 2020,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/c9a4bbce-aec8-418f-baad-7908fcde9a08
August 30 2020,The editorial board,Fintech,0,The retiring prime minister has brought new ideas and energy to Japan,https://www.ft.com/content/a3767107-1c5a-4d61-96ca-5cf48eb8126c
August 30 2020,Emerging markets,Fintech,0,Half of requests to defer payments have been agreed — but key Angolan test awaits,https://www.ft.com/content/6900c595-151b-4cfd-90bb-0be9967b7999
August 30 2020,Market Questions,Fintech,0,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/1dc3e5a7-f2f4-419b-bf5b-f3303a6d8c17
August 30 2020,Huawei Technologies,Fintech,0,Chinese company’s fast-growing unit still has access to US chips despite sanctions,https://www.ft.com/content/209aa050-6e9c-4ba0-b83c-ac8df0bb4f86
August 30 2020,Eurozone economy,Fintech,0,"Rise in cases is feeding through to economy, according to high-frequency indicators",https://www.ft.com/content/e6c34f98-7fc9-461d-8420-c49c003e5295
August 30 2020,Americas economy,Fintech,0,But economists question whether corner has been turned on sovereign defaults,https://www.ft.com/content/44c44a10-d7d3-41b3-bb94-a19d74c731f3
August 29 2020,,Fintech,0,Monetary policy required to deal with fallout from pandemic comes under the microscope,https://www.ft.com/content/b3c01cb7-cb3d-4976-94b3-66e696917e48
August 28 2020,Michael Mackenzie,Fintech,0,Quest for rising inflation continues but progress will reveal limits of the central bank’s powers,https://www.ft.com/content/18927a1e-4e5a-4f8b-9286-f27a9559151f
August 28 2020,Bank of England,Fintech,0,"Bank must retain ability to ‘go big and go fast’ to fight future crises, governor warns",https://www.ft.com/content/fc71adfe-8b8d-4656-bafa-24add419b18f
August 28 2020,Taiwan,Fintech,0,Decision could clear way for a bilateral trade deal as Taipei aligns itself more closely with Washington,https://www.ft.com/content/06299fda-9139-42b8-8b4e-09568a7cdfb8
August 28 2020,Japanese politics & policy,Fintech,0,Japan’s longest-serving PM has been a pragmatist who sought to build alliances across Asia,https://www.ft.com/content/125378c8-073c-41b6-9aef-42b985c24784
August 28 2020,Coronavirus economic impact,Fintech,0,Economic sentiment in Spain dipped in August as Covid-19 infections rose,https://www.ft.com/content/32e17ca8-b386-449a-b05a-be1ea8fd2d4c
August 28 2020,World Bank,Fintech,0,Multilateral lender to conduct ‘systematic review’ of last five Doing Business reports,https://www.ft.com/content/4991f839-6577-4f76-b729-807377e372d4
August 28 2020,Shinzo Abe,Fintech,0,"Instead of worrying what will become of Abenomics, it would be better to ask what it has done",https://www.ft.com/content/29b90a5f-f9a8-417a-85db-dc67ccac9e9e
August 28 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/7e9d99dd-d978-4290-95ef-e91852f29ca4
August 28 2020,Federal Reserve,Fintech,0,"If US central bank could turn back time, it might have acted differently after financial crisis",https://www.ft.com/content/e1a3a865-1738-40b3-9180-2ca8f886f4f0
August 27 2020,Pakistan,Fintech,0,Military pushing for law to sideline government in $62bn programme,https://www.ft.com/content/f675981c-83b7-40e4-9b0b-1a4c52963e6f
August 27 2020,Yield curve,Fintech,0,Sell-off in long-dated Treasuries follows pledge to let US inflation run above 2%,https://www.ft.com/content/dd8cbd52-79b0-4db5-9ece-6bacf711a6af
August 27 2020,The editorial board,Fintech,0,A shift in policy is no cure-all but will help prepare the ground for a recovery,https://www.ft.com/content/610e3e22-22f2-4aaa-b0c2-887db524e522
August 27 2020,Federal Reserve,Fintech,0,Jay Powell announces move in virtual address at Jackson Hole monetary policy symposium,https://www.ft.com/content/e1e59faa-5005-4e1c-9d54-b1a8d4de9586
August 27 2020,US employment,Fintech,0,Overall number of those collecting unemployment benefits continues to ease as rehires pick up,https://www.ft.com/content/2f38ee22-0c1d-4b54-bcd6-fbb52ab2e5c7
August 27 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/c17edade-a1e7-4c33-b635-ae028a8a93d2
August 27 2020,Brazilian economy,Fintech,0,Coronavirus crisis raises fraught question of whether to abandon ‘ceiling’,https://www.ft.com/content/638ae6a7-f0b0-469f-8eae-5c50149d4e6e
August 27 2020,Martin Sandbu,Fintech,0,Policymakers must tackle Covid-19 emergency on top of long-term strategy upgrade,https://www.ft.com/content/79301475-2916-4703-b233-123dccfb1ba6
August 27 2020,EU trade,Fintech,0,Departure of EU trade chief is a significant blow for commission president,https://www.ft.com/content/6ffd4983-ae3e-4fe0-95e3-2f46141b2a78
August 27 2020,FT Books Essay,Fintech,0,"Globalisation has, for many, undercut wages and jobs — and fuelled populism. Can three new books unpick an issue that so divides us?",https://www.ft.com/content/8a4dfeef-eb91-4ab5-b1f2-073373baee78
August 27 2020,FT News Briefing podcast,Fintech,0,EU trade commissioner Phil Hogan has resigned after a Covid-19 misstep,https://www.ft.com/content/33f8c758-fe15-4feb-9f73-5943fd8b6ad5
August 26 2020,Technology,Fintech,0,"Western countries and China set to diverge over technology, says head of UK digital body",https://www.ft.com/content/0aacf23f-0f71-4bdf-9ad3-5101ab80b259
August 26 2020,Moritz Kraemer,Fintech,0,Coronavirus pandemic has brought the continent’s day of reckoning forward,https://www.ft.com/content/7d93235c-ffea-44bc-a0f0-fa1de09012b3
August 26 2020,Phil Hogan,Fintech,0,Phil Hogan’s departure amid anger over movements in Ireland comes at key time for talks with US and China,https://www.ft.com/content/f53a2bbc-97d6-484d-92e0-7907759cdd93
August 26 2020,Negative interest rates,Fintech,0,"Banks grappling with sub-zero rates are set for higher loan defaults, says board member Isabel Schnabel",https://www.ft.com/content/5cab7c54-a688-4a65-ae5d-449215d9cf91
August 26 2020,World Economic Forum in Davos,Fintech,0,Annual landmark of global power brokers’ calendar pushed back to next summer,https://www.ft.com/content/e9a3d0c9-f5d2-4e57-af20-bfa0c0752e17
August 26 2020,David Cote,Fintech,0,Covid-19 has shown many vulnerabilities but it is the role of business to fix them,https://www.ft.com/content/0ddd5e7d-d9ae-4bea-b59f-da147210e103
August 26 2020,Marla Dukharan,Fintech,0,Bloc’s ‘blacklist’ makes it harder for smaller countries to compete,https://www.ft.com/content/a9f8ad3e-55f6-42c2-8bda-b08bae5adb37
August 26 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/e890fb37-b5e2-4bfc-b8d9-43cd35733065
August 26 2020,Jonathan Wheatley,Fintech,0,Bounce back in EM assets masks underlying problems that will be thrust to the fore,https://www.ft.com/content/0c449b55-d0cb-4115-99e6-e0d4f73e430d
August 26 2020,Ian Goldin,Fintech,0,"As the pandemic pushes more activities online, national borders seem less relevant than ever",https://www.ft.com/content/d99fa0e9-2046-4587-b886-7d42252b6fc9
August 26 2020,,Fintech,0,Annual Jackson Hole gathering will take place online for first time due to pandemic,https://www.ft.com/content/269eec67-1145-41b8-b97c-f43b293017fd
August 25 2020,Boohoo.Com PLC,Fintech,0,Ethical Trading Initiative criticises probe’s focus on factories rather than buying practices,https://www.ft.com/content/66c42dbd-87ab-4e4d-8179-7941728a4faf
August 25 2020,Robin Harding,Fintech,0,The priority for now is reviving economies enough to push interest rates above zero,https://www.ft.com/content/691cb9f4-b53d-4429-bba4-03ca623c0077
August 25 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/fdf84aa9-99ec-4f03-b4fa-3114df05f270
August 25 2020,Zhou Bo,Fintech,0,The two sides are sleepwalking into confrontation in the South China Sea,https://www.ft.com/content/0f423616-d9f2-4ca6-8d3b-a04d467ed6f8
August 24 2020,China-India relations,Fintech,0,Industry executives say government is seeking to phase out Chinese equipment without a formal ban,https://www.ft.com/content/55642551-f6e8-4f9d-b5ba-a12d2fc26ef9
August 24 2020,Zambia,Fintech,0,Abrupt removal of Denny Kalyalya comes at critical time for debt-ridden African nation,https://www.ft.com/content/47896075-7590-4e59-a2ea-1c36961df655
August 24 2020,Ngozi Okonjo-Iweala,Fintech,0,"To defeat the virus, equitable global distribution is vital — but time is running out",https://www.ft.com/content/02f721f4-141d-4066-8a0e-c6ed04739ba6
August 24 2020,Fund management,Fintech,0,Deflation and inflation are both on fund managers’ worry lists,https://www.ft.com/content/672e69b7-d069-4c97-b86c-6e1ba36ece87
August 24 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/3039a801-e7db-4d2f-a2c2-700b3cde0fff
August 24 2020,Americas economy,Fintech,0,Longstanding weaknesses keep the region at back of the emerging market pack,https://www.ft.com/content/5a55dc6b-b5fd-47a2-b845-8cea8ea731a0
August 23 2020,Rhymer Rigby,Fintech,0,The pandemic highlights how inequality ultimately harms the well-being of the wealthy as well as the disadvantaged,https://www.ft.com/content/5cd14fbb-2f67-43a6-a0b9-78cee07b8b81
August 23 2020,UK economic growth,Fintech,0,But some economists fear the strong initial rebound may quickly lose momentum,https://www.ft.com/content/35e187a5-896f-4f9d-aee8-13cca6086909
August 23 2020,MediaTek Inc,Fintech,0,Tsai Ming-kai’s MediaTek among chipmakers left reeling by ban on sales to Chinese group,https://www.ft.com/content/723846d8-992a-4c14-8225-f3b67b863127
August 23 2020,5G networks,Fintech,0,‘De-Americanisation’ adds to Chinese carriers’ cautious investment stance,https://www.ft.com/content/797e7ee3-f8a1-4f31-bfa4-5d7c1b727172
August 23 2020,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/3cde39aa-c803-4e3f-9282-88e83b4505b8
August 23 2020,Kevin McCarthy,Fintech,0,Tax reforms will help reshore production of medicine and technology,https://www.ft.com/content/b586800b-caf5-418a-882a-9c85f8229a37
August 23 2020,Wolfgang Münchau,Fintech,0,The EU cannot deny the UK the same discretionary approach of its own competition policy,https://www.ft.com/content/46087061-3fa7-4bd2-9f0d-d130fa58a409
August 23 2020,Marietje Schaake,Fintech,0,Donald Trump’s tussle with TikTok and Huawei holds a lesson for European politicians,https://www.ft.com/content/233a7dde-30f1-45bb-acdb-926b6969b952
August 23 2020,The editorial board,Fintech,0,Beijing has focused more on helping businesses than workers,https://www.ft.com/content/2e6eff69-e9fc-4a89-8491-945456cf206c
August 23 2020,Market Questions,Fintech,0,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/e37c586d-df75-4edc-b96f-36dbaaa87558
August 23 2020,European manufacturing,Fintech,0,Economists and manufacturers worry the honeymoon phase for factories will run out of steam,https://www.ft.com/content/7a739543-a39e-4301-830d-dddc8a0f503b
August 22 2020,US economy,Fintech,0,Treasury figures show steep decline in emergency unemployment assistance payments,https://www.ft.com/content/e16623cc-79f6-4541-b0f9-4882e6b8b4fd
August 21 2020,The Road to Recovery,Fintech,0,Eurozone rebound loses steam after months of improvement,https://www.ft.com/content/d440f399-d6ec-47ec-a9b6-54af14a14a3a
August 21 2020,The Big Read,Fintech,0,Washington’s latest sanctions have been likened to a ‘death sentence’ on the telecoms group but some say that is premature,https://www.ft.com/content/2c378685-e04d-40cc-b986-7eef594c7255
August 21 2020,US trade,Fintech,0,Both sides hope move will pave the way for broader agreements on trade,https://www.ft.com/content/813673d9-2034-453b-a702-4831146c61a5
August 21 2020,The editorial board,Fintech,0,A Biden victory could help to shift the fight against carbon emissions,https://www.ft.com/content/e2fa16e6-311c-42da-a3c7-aa7f2acaf24d
August 21 2020,Gilts,Fintech,0,"Recent collapse in interest rates increases likely losses for investors, says Insight",https://www.ft.com/content/60dd28c2-d492-4984-8370-644c26db3739
August 21 2020,Brexit,Fintech,0,EU’s chief negotiator expresses concern at lack of progress in latest round of negotiations,https://www.ft.com/content/f6c2ef12-56eb-4adc-afec-6363ee5fd379
August 21 2020,Eurozone economy,Fintech,0,Surprise slowdown in pace of expansion comes after several months of improving sentiment,https://www.ft.com/content/cc4fa3df-40e7-4e19-be9f-9d01efb74f69
August 21 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/e72e873e-44bf-4baa-a9c0-1f51f0173731
August 21 2020,Hong Kong politics,Fintech,0,Territory’s government says new restrictions on exports breach World Trade Organization rules,https://www.ft.com/content/9c539e41-9dc6-4d1d-9772-bcc29c0fb452
August 21 2020,UK public finances,Fintech,0,Borrowing reaches highest level in peacetime as pandemic blows hole in public finances,https://www.ft.com/content/45163e43-1b21-4353-9a0e-ba03ee886075
August 21 2020,FT News Briefing podcast,Fintech,0,"After US sanctions, staff fear lay-offs.",https://www.ft.com/content/dd7c9778-42bd-4646-a1d9-51d98d760e6b
August 20 2020,Huawei Technologies,Fintech,0,Staff describe ‘state of war’ as company pivots to home market in bid to survive,https://www.ft.com/content/1fccedf5-bf88-45fe-9a39-2ac378571693
August 20 2020,European Central Bank,Fintech,0,State schemes to protect jobs cushioned workers in the pandemic’s early stages,https://www.ft.com/content/06831fce-90cf-4896-b75d-681aa46f6355
August 20 2020,US employment,Fintech,0,Lay-offs pick up again despite economists’ expectations that the pace would ease,https://www.ft.com/content/cbab96b7-d264-4ca3-b367-17e3b89b5835
August 20 2020,Britain after Brexit,Fintech,0,Dispute over road transport shows ‘common sense’ is not uppermost in commission’s mind,https://www.ft.com/content/317a6b0b-2107-4156-899b-14d01c37ac88
August 20 2020,Chris Giles,Fintech,0,Sharp rise in UK inflation may be a sign of trouble to come,https://www.ft.com/content/d5fc13ae-d5bf-4575-ad2a-e4244d731484
August 20 2020,Martin Sandbu,Fintech,0,"Welcome to a new world of trade policy as the US, EU and China compete to write the rules",https://www.ft.com/content/a04c186b-ab3f-4df3-99fb-638b5aa1ce50
August 20 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/74d5f862-d17f-4cf9-b55c-50be62cc3879
August 20 2020,China Mengniu Dairy Co Ltd,Fintech,0,Canberra opposes China Mengniu acquisition of some of nation’s biggest milk brands,https://www.ft.com/content/00552641-04bf-45b5-aca9-f39ea7bea42a
August 20 2020,Coronavirus economic impact,Fintech,0,Dilemma complicated by mounting permanent job cuts and fresh surges in Covid-19 cases on both sides of Atlantic,https://www.ft.com/content/52ef5bed-071f-47e5-937e-6dbdcabebde7
August 19 2020,Lotta Moberg,Fintech,0,Policymakers who have cut rates repeatedly should not be let off the hook so easily,https://www.ft.com/content/c4e10d2c-109a-40f5-a175-628d1db9c793
August 19 2020,US-China trade dispute,Fintech,0,"Beijing is unlikely to upset the innovation and economic benefits brought by American groups, say analysts",https://www.ft.com/content/9b19785b-86fc-449b-b079-5ee5bd72e4f3
August 19 2020,Federal Reserve,Fintech,0,Policymakers warn about impact of coronavirus outbreaks and waning fiscal stimulus,https://www.ft.com/content/a742f05d-a04a-4301-b062-08c7bf16b843
August 19 2020,The Road to Recovery,Fintech,0,Donald Trump under fire from Bill Clinton over number of US infections,https://www.ft.com/content/8b95f324-225d-4334-a13d-39c2527e39ec
August 19 2020,Lex,Fintech,0,"Industry’s resilience is built on greater agility, lower fuel prices and higher freight rates",https://www.ft.com/content/941c10a2-3a53-4289-9286-967d85e1f766
August 19 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/11b139d5-fdf6-401e-b140-411bb35ec0a3
August 19 2020,UK inflation,Fintech,0,Oil price rebound and recovery in clothing prices drive consumer prices index up,https://www.ft.com/content/ad39edd3-b9d4-4c58-b50e-7783d6038baf
August 19 2020,Due Diligence,Fintech,0,The interest shown by the tech company co-founded by Larry Ellison could have a political element to it,https://www.ft.com/content/00593476-976f-4f6f-a3b5-3a6717b33048
August 19 2020,Ben Hall,Fintech,0,"Like Britain, France’s president is curbing Huawei — but without provoking Beijing’s anger",https://www.ft.com/content/a132f221-a102-46b6-a81f-635d81a3d4b6
August 18 2020,Brexit,Fintech,0,Brussels warns that UK demands on haulage are too close to single-market rights,https://www.ft.com/content/a28f2708-0db9-4e82-8ed5-45c8b22df4f4
August 18 2020,Chris Hughes,Fintech,0,"The economic stimulus would kick in automatically and be big, quick and efficient",https://www.ft.com/content/b5814bf8-ee55-447e-b25b-4475e88a69c2
August 18 2020,European economy,Fintech,0,"Rebuilding after pandemic will be akin to post-second world war reconstruction, says ex-ECB chief",https://www.ft.com/content/55fc7bb7-0721-46c8-8dfa-9605f15b3422
August 18 2020,Huawei Technologies,Fintech,0,Sanctions leave America better placed to catch up on 5G market,https://www.ft.com/content/03157526-f378-4db2-9b6e-b6e986ec3d2d
August 18 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/40a18148-f3ef-4fbe-ac57-3472f866a994
August 18 2020,Huawei Technologies,Fintech,0,New US sanctions bar Chinese telecom equipment maker from buying semiconductors,https://www.ft.com/content/bdd2a70f-ecd2-4aff-b6c7-c0624bfdeebb
August 18 2020,Chinese equities,Fintech,0,New US sanctions on Chinese group wipe billions of dollars off tech shares,https://www.ft.com/content/cfbf94d9-27b7-49cb-a3f4-a18658dbdef6
August 18 2020,Chinese trade,Fintech,0,Ties have soured after Canberra called for inquiry into origins of coronavirus pandemic,https://www.ft.com/content/e347714d-0d4a-4913-a8a3-1428a8c69c3b
August 18 2020,FT News Briefing podcast,Fintech,0,"As many as 200,000 people took to the streets in Minsk on Monday",https://www.ft.com/content/168bd2fa-e3b0-4249-b739-b6f390da1b3e
August 17 2020,Chinese economy,Fintech,0,Multinationals seek to reduce dependency as pandemic and US restrictions bite,https://www.ft.com/content/bfef2854-f8f3-4ce6-a00f-3b11123b01e8
August 17 2020,Huawei Technologies,Fintech,0,Trump administration makes it harder for Chinese telecom equipment group to obtain chips,https://www.ft.com/content/b6e8cbd3-88dd-4212-b98d-58c7bf0334ce
August 17 2020,Gideon Rachman,Fintech,0,Business logic has been displaced by strategic rivalry,https://www.ft.com/content/9000d2b0-460f-4380-b5de-cd7fdb9416c8
August 17 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/964e6a53-e7b4-4a53-af77-4c263c3b0af6
August 17 2020,Japanese economy,Fintech,0,Economy fares better than some western countries but worse than Taiwan and South Korea,https://www.ft.com/content/f15f8722-77a8-4497-b29b-e508a9b5694b
August 17 2020,Coronavirus: free to read,Fintech,0,Guangdong capital orders testing of workers who came into contact with the food,https://www.ft.com/content/6784cc97-b91b-4d6d-9fc9-8ea6e5b3e71f
August 17 2020,Italian economy,Fintech,0,Recovery under way after lockdown lifted but autumn’s sales season will be crucial,https://www.ft.com/content/73a36f20-bbd4-4d99-a1e9-685788cb9cd9
August 16 2020,US Dollar,Fintech,0,Greenback’s share of neighbours’ trade falls below 50% for first time,https://www.ft.com/content/8421b6a2-1dc6-4747-b2e9-1bbfb7277747
August 16 2020,Brexit,Fintech,0,Global trade turmoil seen as ‘new normal’ by company behind Jaguar Land Rover and Tetley Tea,https://www.ft.com/content/cd0bf498-f0cc-4e0e-a6d8-1ab308d26e07
August 16 2020,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/cc35b804-171a-4b15-b16b-6c45eda5f555
August 16 2020,African economy,Fintech,0,Foreign investment has collapsed since the start of year and will be slow to return,https://www.ft.com/content/1e94048a-8cc4-4e6e-a2df-5509974e62b1
August 16 2020,Market Questions,Fintech,0,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/6bb1b7e8-479c-44a1-87c3-9f0c7bf3fbe7
August 15 2020,US-China trade dispute,Fintech,0,"US president says he is ‘looking at’ further punitive measures against other groups, including Alibaba",https://www.ft.com/content/7b714fe4-cdb5-4ee6-966a-35ec2bbe1e92
August 14 2020,John Llewellyn,Fintech,0,"The virus hits services particularly hard, but ambitious state investment can save the day",https://www.ft.com/content/270cead9-f768-47f2-982d-79d0d97354ce
August 14 2020,Food & Beverage,Fintech,0,Scottish exporters of single malts have been hit hard since caught up in a spat between the EU and US,https://www.ft.com/content/f619ddeb-78be-4aad-a8d1-4ac717e7a2f8
August 14 2020,European economy,Fintech,0,Coronavirus led to a 2.6% reduction in employment across the bloc in second quarter,https://www.ft.com/content/180775b9-38c1-4511-832f-c84eafe0abe5
August 14 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/d3c8437c-41af-444e-bd33-6ca2b87bdb22
August 14 2020,Chinese economy,Fintech,0,Households’ reluctance to spend casts doubts over country’s economic recovery,https://www.ft.com/content/b05fd541-d451-4cac-b3d3-c4192bd16264
August 14 2020,The editorial board,Fintech,0,"If central banks bow to governments, prices could eventually soar",https://www.ft.com/content/ae8d8907-a388-4196-9863-190bbf34f181
August 14 2020,Coronavirus pandemic,Fintech,0,Brasília rejects claim as Beijing conducts coronavirus tests on refrigerated imports,https://www.ft.com/content/3ca489d7-4e89-42bf-b655-c98d5176b214
August 13 2020,Emerging market investing,Fintech,0,Fund managers get paid less for higher risks and more volatile trading patterns,https://www.ft.com/content/e498a393-33b3-422c-8f1a-e185f30ff8a4
August 13 2020,Brexit,Fintech,0,Micheál Martin’s comments come after first meeting with British counterpart,https://www.ft.com/content/3362ba2f-d360-4c80-82d3-2ac39698616c
August 13 2020,Lenovo Group Ltd,Fintech,0,Computer maker’s American market share grows as other Chinese tech companies fall foul,https://www.ft.com/content/a5f5f290-04c9-4776-ae8d-ee881b13bb3a
August 13 2020,Turkish economy,Fintech,0,Albayrak admits Covid-19 means previous forecast of a 5 per cent growth is no longer within reach,https://www.ft.com/content/217764bb-210d-42b4-a766-c10f3ac854a5
August 13 2020,US employment,Fintech,0,Data show encouraging signs even though unemployment remains historically high,https://www.ft.com/content/b08c2ae0-6152-48d6-9d02-210182b2aab8
August 13 2020,UK trade,Fintech,0,UK trade secretary vows to step up efforts to have levy removed as sector says she is being ‘inexplicably slow’,https://www.ft.com/content/35836815-974f-4a17-832d-a02d65d43f7d
August 13 2020,Britain after Brexit,Fintech,0,Brussels has been reluctant to help Boris Johnson without concessions in areas such as fishing access,https://www.ft.com/content/6d573e85-d484-47cd-8081-2752a4dcfbaf
August 13 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/d246e6fa-0d6a-492c-990c-a3ba08302308
August 13 2020,Martin Sandbu,Fintech,0,"Beyond the crackdown, economic pressures will continue to weaken Lukashenko’s position",https://www.ft.com/content/59e1bdd2-60b4-46f0-8c1c-ace410e5ea43
August 12 2020,Silvia Sciorilli Borrelli,Fintech,0,Investors and businesses believe policy changes have as much to do with dirigisme as saving the economy,https://www.ft.com/content/3a4376f5-6209-4cc9-a8c7-979f0670f513
August 12 2020,US economy,Fintech,0,Mary Daly sees gym and cinema workers at particular risk as coronavirus leaves scars,https://www.ft.com/content/dadda74d-9ec1-411d-8f80-6e895bfb3127
August 12 2020,UK economic growth,Fintech,0,Historic recession as quarterly output collapses 20% despite sharp recovery in June,https://www.ft.com/content/c8b172e2-8f70-4118-9e81-423e9a4b6839
August 12 2020,The editorial board,Fintech,0,Size of the drop in second quarter is less important than the strength of the rebound,https://www.ft.com/content/85a09ab4-65a5-4afa-96c4-307c52e368cd
August 12 2020,EU trade,Fintech,0,"Sugar, clothing and footwear products will now face tariffs when they are imported into the bloc",https://www.ft.com/content/ce8cb586-ccd6-4df0-a527-db5d6401a7e6
August 12 2020,Eurozone economy,Fintech,0,Region is still struggling to recover from the economic effects of the pandemic,https://www.ft.com/content/26593ab7-fd8a-4133-8a37-cf944b5d73f7
August 12 2020,Madison Darbyshire,Fintech,0,"Once seen as sign of arrested development, many financially astute millennials are now taking this route",https://www.ft.com/content/e0d6f28a-d291-4655-9dcf-6ceab81fd114
August 12 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/65aab387-3760-4286-95f2-a146d315dbe5
August 12 2020,Taiwan,Fintech,0,Visiting Trump health secretary takes swipe at Beijing while praising Taipei’s democracy,https://www.ft.com/content/49b1c6aa-96bb-4723-a15c-eda9b11958c6
August 11 2020,Telecoms,Fintech,0,Decision a blow to Huawei and Chinese telecom sector,https://www.ft.com/content/674557bc-13c7-4010-a7f8-7b8c06b3a32e
August 11 2020,German economy,Fintech,0,Survey finds record surge in confidence despite gloom about current climate,https://www.ft.com/content/cbb26a1a-14f5-427f-b285-29d40bd085e9
August 11 2020,Martin Sandbu,Fintech,0,Policymakers have to prepare for the worst even as they hope for the best,https://www.ft.com/content/8a73f56b-fe55-447d-ad88-3d2ee85da88f
August 11 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/49131939-dfc0-4926-a0cc-404338a0a259
August 11 2020,Tony Blair,Fintech,0,The toughest stage of the pandemic lies ahead for poorer countries and rich governments must help,https://www.ft.com/content/6dc03d1b-02d8-443f-a320-69a5294113dc
August 10 2020,UK trade,Fintech,0,Liz Truss holds out in attempt to promote Stilton abroad,https://www.ft.com/content/dbfff350-f404-4c10-96fc-64da55a8fb09
August 10 2020,FirstFT,Fintech,0,Your daily briefing on the news,https://www.ft.com/content/c895bca3-81a5-47a4-8a0f-ba16436306b1
August 10 2020,Central bank intervention,Fintech,0,There is little evidence that recent monetary and fiscal interventions will stoke price rises,https://www.ft.com/content/42e1a1f6-90cb-4246-b0a7-4e4827879cbd
August 10 2020,Lu Mai,Fintech,0,"China learnt from overseas innovations, now the US can do the same",https://www.ft.com/content/a992bf2c-a0cb-4338-b0f6-3d6b38dc37d6
August 10 2020,FT Alphaville,Fintech,0,Chinese blockchain; Strange dreams; The value of good songs.,https://www.ft.com/content/96a44183-942f-47d8-92f6-f943f159dd89
August 10 2020,Government of China,Fintech,0,Beijing is neither about to collapse nor take over the world,https://www.ft.com/content/283bb36e-a88e-428d-96eb-624a90e7579c
August 9 2020,Supply chains,Fintech,0,Chinese company poised to reap benefits as Apple localises its supply chain,https://www.ft.com/content/5a9afb09-a9f2-483a-bd90-c30cee996480
August 9 2020,Supply chains,Fintech,0,"Brands from Gap to Topshop have halted orders or withheld payments, leading suppliers to cut or stop pay",https://www.ft.com/content/cc430a78-59ff-4c36-9994-cde265301a3f
August 9 2020,Charts that Matter,Fintech,0,"If the Fed loses control of price rises, the stock market could be shaken up, Wall St bank says",https://www.ft.com/content/9f9db6c2-b03b-4a97-acfe-2a6220b6dd29
August 9 2020,The Week Ahead,Fintech,0,Start every week on the front foot with a preview of what’s on the global agenda,https://www.ft.com/content/b59ecfec-6b97-4086-9dc6-78ab476cd0bc
August 9 2020,EU economy,Fintech,0,Uncertain Covid outlook and scale of the downturn preclude swift return of the rules,https://www.ft.com/content/d7c41c76-e301-4257-8684-f7fe50ec0563
